,@type,@context,name,numberOfRooms,url,floorSize.@type,floorSize.@context,floorSize.value,address.@type,address.@context,address.streetAddress,address.addressLocality,address.addressRegion,address.postalCode,geo.@type,geo.@context,geo.latitude,geo.longitude,Type:,Year built:,Heating:,Cooling:,Parking:,HOA:,Price/sqft:,listing_desc,Lot:,Interior details,Bedrooms: ,Bathrooms: ,Full bathrooms: ,3/4 bathrooms: ,1/2 bathrooms: ,Utilities / Green Energy Details,Internet and tv: ,Sunscore: ,Sun Number™:,1/4 bathrooms: ,Construction details
229,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'The Betsy Ross Plan, East Petersburg, East Petersburg, PA 17520'}",{0: 2},{0: '/community/east-petersburg/2078987497_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,536'}",{0: 'PostalAddress'},{0: 'http://schema.org'},"{0: 'The Betsy Ross Plan, East Petersburg'}",{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.095689},{0: -76.339389},{0: 'Single Family'},{0: '2020'},{0: 'No Data'},{0: 'No Data'},{0: '2 spaces'},,{0: '$206'},{0: 'Lounge on the window seat and enjoy plenty of closet space in the Master Suite. Inviting nine foot ceilings and plenty of natural light make this a best seller.'},{0: 'No Data'},{0: 'Bedrooms and bathrooms'},{0: '2'},{0: '2'},{0: '2'},{0: '0'},{0: '0'},,,,,,
230,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '227 Republic Ter, East Petersburg, PA 17520'}",{0: 2},{0: '/homedetails/227-Republic-Ter-East-Petersburg-PA-17520/2080939538_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,542'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '227 Republic Ter'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.098315},{0: -76.348583},{0: 'Multi Family'},{0: 'No Data'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$223/month'},{0: '$190'},{0: 'Listing Agent'},,,,,,,,,,,,,
231,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '105 Founders Way, East Petersburg, PA 17520'}",{0: 2},{0: '/homedetails/105-Founders-Way-East-Petersburg-PA-17520/2080939541_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,536'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '105 Founders Way'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.098315},{0: -76.348583},{0: 'Single Family'},{0: 'No Data'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$223/month'},{0: '$206'},{0: 'Listing Agent'},{0: 'No Data'},,,,,,,,,,,,
232,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Crowfoot Ln Lot 41, East Petersburg, PA 17520'}",{0: 3},{0: '/homedetails/Crowfoot-Ln-LOT-41-East-Petersburg-PA-17520/2083908089_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,601'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Crowfoot Ln LOT 41'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.098315},{0: -76.348583},{0: 'Single Family'},{0: '2020'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$53/month'},{0: '$226'},{0: 'Listing Agent'},{0: '0.27 acres'},,,,,,,,,,,,
233,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '2577 Camas Ln, East Petersburg, PA 17520'}",{0: 3},{0: '/homedetails/2577-Camas-Ln-East-Petersburg-PA-17520/2080796832_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,105'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '2577 Camas Ln'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.096661},{0: -76.340795},{0: 'Townhouse'},{0: '2020'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$118/month'},{0: '$157'},"{0: 'Spacious townhome with open living space and an entry level master. The lower level has a street level family room with a half bath. Park in the back garage and enter the main living area, with open kitchen, and living area. You pick the cabinets, flooring, granite and tile to be used throughout the home. Enjoy the walking trail and playground available to the community.'}","{0: '4,356 sqft'}",,,,,,,,,,,,
234,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '2579 Camas Ln Lot 87, East Petersburg, PA 17520'}",{0: 3},{0: '/homedetails/2579-Camas-Ln-LOT-87-East-Petersburg-PA-17520/2080876860_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,105'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '2579 Camas Ln LOT 87'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.096706},{0: -76.340696},{0: 'Townhouse'},{0: '2020'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$118/month'},{0: '$157'},"{0: 'Soon to be built. Beautiful, spacious town homes, in a convenient location in East Petersburg. Design your own kitchen with granite counter tops, your choice of cabinets. Tiled master shower tile and flooring of your choice. Generous allowances for kitchens, floors and bath. Open floor plans with lots of room and storage. 3 bedrooms 2.5 baths with a two car garage.'}","{0: '4,356 sqft'}",,,,,,,,,,,,
235,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Morning Thistle Ct Lot 31, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Morning-Thistle-Ct-LOT-31-East-Petersburg-PA-17520/2081963199_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Morning Thistle Ct LOT 31'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.096477},{0: -76.341164},,,,,,,,"{0: 'Haydn Manor, nestled in East Petersburg, Hempfield Schools, located walking distance to Mad Chef, post office, Dunkin Donuts, S. Clyde Weaver Cafe/Store, Sheetz Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders.'}",,,,,,,,{0: 'Utility'},,,,,
236,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '108 Founders Way, East Petersburg, PA 17520'}",{0: 2},{0: '/homedetails/108-Founders-Way-East-Petersburg-PA-17520/2080939547_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,324'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '108 Founders Way'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.098315},{0: -76.348583},{0: 'Single Family'},{0: 'No Data'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$223/month'},{0: '$156'},{0: 'Listing Agent'},{0: 'No Data'},,,,,,,,,,,,
237,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Morning Thistle Ct Lot 32, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Morning-Thistle-Ct-LOT-32-East-Petersburg-PA-17520/2083908853_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Morning Thistle Ct LOT 32'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.096477},{0: -76.341164},,,,,,,,"{0: 'Haydn Manor, nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders.'}",,,,,,,,{0: 'Utility'},,,,,
238,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Morning Thistle Ct Lot 39, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Morning-Thistle-Ct-LOT-39-East-Petersburg-PA-17520/2083908096_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Morning Thistle Ct LOT 39'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.096477},{0: -76.341164},,,,,,,,"{0: 'Haydn Manor, nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders.'}",,,,,,,,{0: 'Utility'},,,,,
239,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Crowfoot Ln Lot 25, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Crowfoot-Ln-LOT-25-East-Petersburg-PA-17520/2083908852_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Crowfoot Ln LOT 25'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.098315},{0: -76.348583},,,,,,,,{0: 'Listing Agent'},,,,,,,,{0: 'Utility'},,,,,
240,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Oxtail Cir Lot 50, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Oxtail-Cir-LOT-50-East-Petersburg-PA-17520/2083908064_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Oxtail Cir LOT 50'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.098315},{0: -76.348583},,,,,,,,{0: 'Listing Agent'},,,,,,,,{0: 'Utility'},,,,,
241,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Wild Lilac Dr Lot 47, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Wild-Lilac-Dr-LOT-47-East-Petersburg-PA-17520/2083909524_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Wild Lilac Dr LOT 47'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.095994},{0: -76.344753},,,,,,,,"{0: 'Haydn Manor nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders.'}",,,,,,,,{0: 'Utility'},,,,,
242,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Wild Lilac Dr Lot 46, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Wild-Lilac-Dr-LOT-46-East-Petersburg-PA-17520/2083909521_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Wild Lilac Dr LOT 46'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.095994},{0: -76.344753},,,,,,,,"{0: 'Haydn Manor nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders.'}",,,,,,,,{0: 'Utility'},,,,,
243,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Wild Lilac Dr Lot 11, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Wild-Lilac-Dr-LOT-11-East-Petersburg-PA-17520/2083920191_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Wild Lilac Dr LOT 11'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.095994},{0: -76.344753},,,,,,,,"{0: 'Haydn Manor nestled in East Petersburg, Hempfield Schools located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders.'}",,,,,,,,{0: 'Utility'},,,,,
244,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Morning Thistle Ct Lot 36, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Morning-Thistle-Ct-LOT-36-East-Petersburg-PA-17520/2083908095_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Morning Thistle Ct LOT 36'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.096477},{0: -76.341164},,,,,,,,"{0: 'Haydn Manor, nestled in East Petersburg, near Hempfield schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders.'}",,,,,,,,{0: 'Utility'},,,,,
245,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Wild Lilac Dr Lot 14, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Wild-Lilac-Dr-LOT-14-East-Petersburg-PA-17520/2083919916_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Wild Lilac Dr LOT 14'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.095994},{0: -76.344753},,,,,,,,"{0: 'Haydn Manor nestled in East Petersburg, Hempfield School District, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders.'}",,,,,,,,{0: 'Utility'},,,,,
246,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '6 Founders Way, East Petersburg, PA 17520'}",{0: 2},{0: '/homedetails/6-Founders-Way-East-Petersburg-PA-17520/2080939544_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,927'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '6 Founders Way'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.098315},{0: -76.348583},{0: 'Single Family'},{0: 'No Data'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$223/month'},{0: '$183'},{0: 'Listing Agent'},{0: 'No Data'},,,,,,,,,,,,
247,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '113 Founders Way, East Petersburg, PA 17520'}",{0: 2},{0: '/homedetails/113-Founders-Way-East-Petersburg-PA-17520/2080939551_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,083'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '113 Founders Way'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.098315},{0: -76.348583},{0: 'Single Family'},{0: 'No Data'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$223/month'},{0: '$172'},{0: 'Listing Agent'},{0: 'No Data'},,,,,,,,,,,,
248,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Wild Lilac Dr Lot 19, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Wild-Lilac-Dr-LOT-19-East-Petersburg-PA-17520/2083912539_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Wild Lilac Dr LOT 19'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.095994},{0: -76.344753},,,,,,,,"{0: 'Haydn Manor nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders.'}",,,,,,,,{0: 'Utility'},,,,,
249,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Morning Thistle Ct Lot 28, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Morning-Thistle-Ct-LOT-28-East-Petersburg-PA-17520/2083908848_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Morning Thistle Ct LOT 28'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.096477},{0: -76.341164},,,,,,,,"{0: 'Haydn Manor, nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders.'}",,,,,,,,{0: 'Utility'},,,,,
250,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Wild Lilac Dr Lot 10, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Wild-Lilac-Dr-LOT-10-East-Petersburg-PA-17520/2083920193_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Wild Lilac Dr LOT 10'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.095994},{0: -76.344753},,,,,,,,"{0: 'Haydn Manor nestled in East Petersburg, Hempfield schools located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders.'}",,,,,,,,{0: 'Utility'},,,,,
251,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Wild Lilac Dr Lot 18, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Wild-Lilac-Dr-LOT-18-East-Petersburg-PA-17520/2083919597_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Wild Lilac Dr LOT 18'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.095994},{0: -76.344753},,,,,,,,"{0: 'Haydn Manor nestled in East Petersburg, near Hempfield Schools, walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convince Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders.'}",,,,,,,,{0: 'Utility'},,,,,
252,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Morning Thistle Ct Lot 35, East Petersburg, PA 17520'}",{0: None},{0: '/homedetails/Morning-Thistle-Ct-LOT-35-East-Petersburg-PA-17520/2083908098_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: None},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: 'Morning Thistle Ct LOT 35'},{0: 'East Petersburg'},{0: 'PA'},{0: '17520'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.096477},{0: -76.341164},,,,,,,,"{0: 'Haydn Manor, nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders.'}",,,,,,,,{0: 'Utility'},,,,,
253,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '62 Bethany Rd, Ephrata, PA 17522'}",{0: 2},{0: '/homedetails/62-Bethany-Rd-Ephrata-PA-17522/296640462_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,109'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '62 Bethany Rd'},{0: 'Ephrata'},{0: 'PA'},{0: '17522'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.166581},{0: -76.168859},{0: 'Single Family'},{0: '1949'},{0: 'Other'},{0: 'No Data'},{0: 'No Data'},,,"{0: 'This 1109 square foot single family home has 2 bedrooms and 1.0 bathrooms. It is located at 62 Bethany Rd Ephrata, Pennsylvania.'}",{0: '0.89 acres'},,,,,,,,,,,,
254,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '53 Summerlyn Dr, Ephrata, PA 17522'}",{0: 3},{0: '/homedetails/53-Summerlyn-Dr-Ephrata-PA-17522/97307094_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,097'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '53 Summerlyn Dr'},{0: 'Ephrata'},{0: 'PA'},{0: '17522'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.191439},{0: -76.159291},{0: 'Single Family'},{0: '2010'},{0: 'Other'},{0: 'Central'},{0: '7 spaces'},,,"{0: 'Enjoy an open floor plan and first floor living in this home built by Garman Builders. With over 2,000 square feet of living space, this home features a large first-floor master suite with a walk-in shower, an open cathedral great room, eat-in kitchen plus formal dining room, first-floor office, powder room, and laundry with a large 2 car garage. The second floor offers two additional bedrooms with a large full bathroom and a catwalk which is open to the main living space. This home is situated on a large corner lot and offers a patio with a hot tub and a portion of the yard that is fenced in. Schedule your showing today!'}",{0: '0.3 acres'},,,,,,,,,,,,
255,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '217 E Fulton St, Ephrata, PA 17522'}",{0: 2},{0: '/homedetails/217-E-Fulton-St-Ephrata-PA-17522/9709612_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: '960'},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '217 E Fulton St'},{0: 'Ephrata'},{0: 'PA'},{0: '17522'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.170446},{0: -76.175545},{0: 'Single Family'},{0: '1966'},{0: 'Other'},{0: 'No Data'},{0: 'Attached Garage'},,,"{0: ""Buy this foreclosure deal the right way. Visit us at Auction.com, then login or create a free account to save this property and receive important alerts. We'll let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the property's winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019.""}",{0: '0.25 acres'},,,,,,,,,,,,
256,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '233 Park Ave, Ephrata, PA 17522'}",{0: 2},{0: '/homedetails/233-Park-Ave-Ephrata-PA-17522/9710663_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: '532'},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '233 Park Ave'},{0: 'Ephrata'},{0: 'PA'},{0: '17522'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.183885},{0: -76.174533},{0: 'Single Family'},{0: '1957'},{0: 'Other'},{0: 'No Data'},{0: 'No Data'},,,"{0: ""Buy this foreclosure deal the right way. Visit us at Auction.com, then login or create a free account to save this property and receive important alerts. We'll let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the property's winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019.""}","{0: '3,484 sqft'}",,,,,,,,,,,,
257,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '124 E Walnut St, Ephrata, PA 17522'}",{0: 4},{0: '/homedetails/124-E-Walnut-St-Ephrata-PA-17522/9711755_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,976'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '124 E Walnut St'},{0: 'Ephrata'},{0: 'PA'},{0: '17522'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.180294},{0: -76.168162},{0: 'Single Family'},{0: '1930'},"{0: 'Baseboard, Forced air, Radiant'}","{0: 'Central, Wall'}","{0: 'Off street, Detached Garage'}",,,"{0: ""Buy this foreclosure deal the right way. Visit us at Auction.com, then login or create a free account to save this property and receive important alerts. We'll let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the property's winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019.""}",{0: '0.39 acres'},,,,,,,,,,,,
258,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '38 W Main St, Ephrata, PA 17522'}",{0: 3},{0: '/homedetails/38-W-Main-St-Ephrata-PA-17522/83187637_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,088'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '38 W Main St'},{0: 'Ephrata'},{0: 'PA'},{0: '17522'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.179378},{0: -76.178838},{0: 'Single Family'},{0: '1900'},{0: 'Other'},{0: 'No Data'},{0: 'No Data'},,,"{0: ""Buy this foreclosure deal the right way. Jump on this HOT deal. Based on the data provided to Auction.com, we believe this property will have high return potential. Start by visiting our site, then login or create a free account, and save this property to receive important alerts. We'll let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the property's winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019.""}","{0: '2,178 sqft'}",,,,,,,,,,,,
259,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '637 N Farmersville Rd, Ephrata, PA 17522'}",{0: 1},{0: '/homedetails/637-N-Farmersville-Rd-Ephrata-PA-17522/54226318_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},{0: '664'},{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '637 N Farmersville Rd'},{0: 'Ephrata'},{0: 'PA'},{0: '17522'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.157577},{0: -76.186485},{0: 'Single Family'},{0: '1944'},{0: 'Other'},{0: 'No Data'},{0: 'No Data'},,,"{0: 'SINGLE HOUSE WITH FARMLAND VIEW, GREAT LOCATION WI TH EASY ACCESS TORT 272 &amp; 322 &amp; 222. DETACHED GAR AGE WITH LARGE WORKSHOP, GARDEN.'}","{0: '6,969 sqft'}",,,,,,,,,,,,
