id_hash,listing_desc
19d82269-9ade-4ba7-a1df-0a96ec6589e3,Listing Agent
d402d01b-85d5-48ef-8bf6-4938bea9e5ff,Listing Agent
2ccff2f9-2499-4c60-a95c-2147cd29f0f0,"This is a vacant land home. It is located at Wild Lilac Dr East Petersburg, Pennsylvania."
e917bdbe-b484-4fb7-af92-ac6343e53dad,"Haydn Manor nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
778c5290-b00b-4296-99c2-39b2c83f7f4e,Listing Agent
8bcdd4c7-6b84-496f-a9a0-c35b93104d69,"Haydn Manor nestled in East Petersburg, near Hempfield Schools, walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convince Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
bc9f0c79-6c6c-4ba2-ac48-ffbfd76efa61,"Haydn Manor nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
569e85a4-ceda-4205-832b-8b3648f37c9b,"Haydn Manor nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
11b37bda-7f3a-4dc6-9c33-c26994698301,"Haydn Manor nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
4f4b1434-ba43-4389-8d7d-a24a263ad300,"Haydn Manor nestled in East Petersburg, Hempfield School District, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
7b477788-8b93-4a38-b21e-26a8948b8a57,"Haydn Manor nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
aa1dccd5-b6cd-4da3-8225-d40de490ca38,"Haydn Manor, nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
19419ec7-50bf-4133-8a0a-f5beff769d90,"Haydn Manor nestled in East Petersburg, near Hempfield Schools located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
c4a37a29-26a7-4e84-bd58-0c293bc12137,Listing Agent
15574264-2dde-4633-9f05-c39615876acc,"Haydn Manor, nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
07d54c28-aa7e-4b3b-b92f-2eab7aa97799,"Haydn Manor, nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
74525373-8633-4029-9ccd-c0860986c255,"Haydn Manor nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
a96c5677-c3ed-4a9a-afb1-d86bae858bb7,Listing Agent
fe707fde-3d7e-45d7-b8c6-406ba60a739d,Listing Agent
18fc7113-5938-4e53-bafa-444afc983d3b,"Haydn Manor, nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
dcdfa546-fd1b-45d3-ad64-82081a1d6466,Listing Agent
8a1fbbe2-a611-4272-a344-fa27639b3ee3,Listing Agent
27164e42-7f5e-4850-93f5-3eb1e8f042d5,Listing Agent
a8f55793-9c31-4a89-ae8f-f228d773a971,"Haydn Manor, nestled in East Petersburg, Hempfield Schools, located walking distance to Mad Chef, post office, Dunkin Donuts, S. Clyde Weaver Cafe/Store, Sheetz Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
64b8b6fa-e2ab-41da-8bfc-8fef68439d7b,"Haydn Manor, nestled in East Petersburg, near Hempfield Schools, located walking distance to Mad Chef, post office, Duncan Donuts, S. Clyde Weaver, Sheets Convenience Store, shops, eateries. Enjoy the surrounding walking trails and professionally designed park space. Exclusive Builder - Costello Builders."
41843611-5233-48ac-8e73-fd64dc974760,"Very cute Cape Cod home located in East Petersburg. This residence includes a living room with wood laminate flooring, a full bathroom on the main level, a nice sized kitchen with an electric stove and built-in microwave, a spacious sunroom that can be used as a dining room or an office, 2 bedrooms on the upper level, an unfinished basement for extra storage space, a large sized deck in the rear of the home for rest and relaxation or entertaining family and friends. Electric hot water, electric baseboard heat, sump pump and a radon system installed in the lower level. On and off street parking. This property is situated within walking distance to a recreational park and playground. Short driving distances to local area shopping venues, restaurants and major roadways. This is a great starter home or for someone looking to downsize."
6e172569-71ab-4ce1-ad83-076bcab33d60,"Great location and very nice neighborhood! This 4 BD Cape Cod, Large level .31 of an acre is adiamond in the rough that will shine bright with your TLC!! Economical gas heat. Beautiful screened in patio/ porch, and deck needs power washed but its in good condition. The A/C unit needs replaced (neighbor is in the HVAC business), and the dishwasher is not working. Hardwood floors need refinished and the carpet needs replaced. The Seller will make NO repairs and the property is being sold as is period! LL needs cleaned up and redone, has a wet bar, nice yard, and the shed is in poor condition. The oversized garage is wonderful and has storage above. This is a home with good bones and has been priced with the condition and location it is in. Don\t miss this one!!"
1dc65d0e-6040-42ca-bf3d-f11235c73c97,"New 10/2019 Propane furnace, central air. Metal shingle roof, vinyl replacement windows, propane hot water heater. Update the cosmetics inside and have a great home. Low taxes."
8a77b266-3df5-4f6c-82c8-e2ff1a17346b,"Covered patio leads to the large, flat back yard & has views of park with basketball hoops, playground area and creek! Quiet street, but convenient to 222 access or downtown shopping & restaurants. Great master bedroom with private, full bath. Spacious kitchen with coffee bar, pantry, plenty of counter space & dining area close by. Move right into these neutral paint choices with ONE FLOOR LIVING! Extra large shed, maintenance free exterior.... Welcome Home!"
ddceffbf-c35b-4247-a1a5-f1e52e23ba00,"Wow! Outstanding brick, vinyl bi-level. Open floor plan. Beautiful kitchen with lots of natural light, granite counter-tops, ceramic tile back splash. Nice center island. Attractive wood floors in kitchen, dining area and living room. Nice full bath with ceramic tile floor. Lower level finished daylight basement, family room with new laminate flooring. Very nice new powder room and laundry. Custom, premium wood blinds. New closet shelves and rods. Entirely finished garage with new doors. 240 Volt garage heater. New, efficient electric baseboard units. Excellent location and meticulously cared for. A real pleasure to show."
2c2c3a99-2631-4ff1-b8e1-36a3f47e3ab3,"Old World Charm is everywhere throughout this adorable home. From the wood floors to the beautiful fireplace, formal dining room with the original corner cupboard. Theres roughed plumbing on the first floor for an additional bath. Unique exterior design makes this home a one of a kind. You get that cozy warm feeling as you walk through the front door. Dont miss this really cool house."
625e75c1-92a2-48e8-84ac-c947e3a309d3,"This property is being offered for sale at auction on Tuesday, September 1, at 6pm. Both onsite bidding and online bidding are available. Built in 1950, this 3 bedroom Cape Cod style home with an attached garage is ready for your updates. Located on a quiet street close to WellSpan Ephrata Community Hospital, this home is being sold to settle an estate. This auction provides you with an opportunity to purchase real estate in Ephrata Borough. This property is assessed at $141,900 and has public sewer and water. his property is being offered free and clear of any liens and encumbrances with no warranties or guarantees in As-Is condition with all faults and defects. The sale is not subject to any contingency, including mortgage or inspection contingencies. There is a 10% buyer\s premium paid by the buyer on the winning bid. The winning bid plus the 10% buyer\s premium will comprise the total purchase price. The real estate transfer taxes will be calculated on the total purchase price. The buyer pays both transfer taxes. The property is being offered with a reserve and will be sold subject to seller\s confirmation. The winning bidder will pay a $5,000 down payment and sign the Purchase Agreement and Seller\s Property Disclosure Statement at the conclusion of the auction. The remaining balance will be paid at settlement. Settlement will take place on or before September 30, 2020."
1d102e11-ba54-4acb-bfc2-6f75eaa86c91,A newer 3 bedroom 2 1/2 bath home in a country location waiting for a new owner. A unfinished basement with a full bath plumed for completion. A large master with walk in closet and master bath with sunken tub and separate shower. Bring your buyers today to see this lovely home.
e24b7341-605a-43c2-934c-b614867a9496,"Nice 3 bed, 2 bath home located in Ephrata, Clay Township on a corner lot. New roof, new windows, fire place, no awning and more. Includes shed, washer, dryer, and kitchen appliances. Pets allowed with park approval. Lot rent includes trash removal. Lot rent $405.00, Senior Community"
fbb02e19-35c7-4039-977a-0485758a4c1e,"Gorgeous home in Eagleview, in Conestoga Valley school district! This home features many upgrades throughout! Upgraded / custom cabinetry in kitchen and bathrooms, tray ceiling in master bedroom, and complete with a finished basement! You dont want to miss your chance to view & own this gorgeous home! Spectacular views from the deck off of the dining area - and also from the patio which adjoins the finished basement! Possession available 10/16 or after."
eb1938f0-c6ad-4493-bca4-907f89b628a5,"This 1980 square foot townhome home has 2 bedrooms and 3.0 bathrooms. It is located at 289 Mason Dr Ephrata, Pennsylvania."
01ba79e1-1ca5-46e8-89ce-158a7feb1e23,This Semi detached home features an open concept on the main level. Very large kitchen with an Island and a combined dining area with a nice size living room. The home also has a new furnace and hot water heater. The attic is partially finished and could be used for extra 500 sq. ft. of living space for your needs. Walking distance to the pool and Grater Park.
ad8cc749-817c-4140-825a-203874c3fa6f,"This unique property is a must see. In 1990, the entire original structure received all new electrical service and wiring. All interior wood was removed, stripped, sanded and reinstalled. The kitchen, dining room, sunroom and second floor bathroom were completely gutted and renovated. In 1995, an addition of just over 1500 sq ft with a full basement was added and constructed in a similar fashion to the original house. An integral radon mitigation and water drainage system was laid in the flooring. This home has central air, a central vacuum system, and a five zone heating system . The backyard has a lovely flagstone patio and an amazing 100 year old Sycamore tree, giving ample shade for the yard. This home is within walking distance to local schools, Ephrata Recreation Center, Ephrata Library, Grater Park, Ephrata/Warwick Rail Trail and local restaurants."
f9e78def-ae3d-40db-bc22-6f1b2a3eb901,"Welcome to this beautiful custom home built by Garman Builders in a very quiet peaceful neighborhood. Come into the lovely foyer with a huge study/formal living room on the left and powder room on the right with a gorgeous two story open staircase. Stunning 32 handle kitchen boasts granite counters, tile backsplash, high end stainless steel appliances, huge island and great engineered hardwood flooring. Breakfast area has sliders out to the deck to sit and enjoy the back yard with the shade trees, there are auto blinds for the windows above the deck. Then an open concept to a big family room which has a stone propane fireplace for a great entertaining space. Upper level has a Master bedroom with 2 walk in closets, master bath, 3 more nice sized bedrooms, full bath and a laundry room. Lower level has walk out doors and is just waiting to be finished into more living space, also has roughed in plumbing for a full bath, double tank water softener and Owners just had a very high efficiency $14,000 American Standard furnace and AC unit installed in May of this year. Call for your showing to see this Beauty!"
5fb92e2a-8cbc-402e-8e6e-d122bfb8269a,"Custom home built by Garman Builders, premier location at the end of cul-de-sac. Open living & kitchen floor plan. Granite counter-tops and stainless steel appliances. Two story ceiling in foyer with view of loft. Crown molding and recessed lighting throughout the home. 9-ft. ceilings throughout main level. Stone, gas -fireplace in living area. Walk-in closets in all four bedrooms. Tray ceiling in master bedroom. Master bath with Whirlpool tub and shower. Water treatment system installed two years ago. Superior wall basement. Concrete patio, backed by shade trees."
022b25cc-c371-4954-b689-2b01c53c210c,home could use some TLC/ terrific location 4 window AC could stay for $200 Nice backyard and large deck. Roomy front porch!
102ae64d-7870-474d-b0e0-eeb9d970ace1,"Stunning former Parade of Homes model home by Landmark Builders! This property is impeccable! As you enter the beautiful 2-story foyer graced with hardwood flooring, you will appreciate the details throughout this home! The dining room features a coffered lighted ceiling and beautiful moldings! The formal living room features crown molding and French doors. Through the foyer, youll appreciate the beautiful views through the great room windows & the gorgeous propane fireplace. The powder room features wainscoting and a pedestal sink. The first-floor office has a stunning wood ceiling and beautiful views from the windows! The dining area overlooks the deck & patio & features ceramic tile flooring. The kitchen is spectacular & features granite countertops, tile flooring & backsplash, full-extension drawers, and a 5-burner electric range! Additional seating is provided at the island/breakfast bar!The 2nd floor of this home features an exquisite master bedroom and bathroom suite! The master bathroom includes heated tile flooring, a dual sink vanity, a jetted tub and separate stall shower, plus a walk-in closet. The additional three bedrooms are spacious and serene!The basement of this home is an amazing entertaining area - complete with surround sound speakers, dimmable lighting, wood wall details, a game or entertainment area with built-in wood shelves and a kitchenette area with double sink, refrigerator & microwave. The basement powder room adjoins this area. Theres a fabulous storage room, too!No details have been overlooked in this show-stopping home! New water softener (2020), newer HVAC and water heater! Central vacuum throughout the home & security system in place. Theres even a lighting package to allow for electric candles at the windows (front/side of home).Relax and enjoy the views from the gorgeous composite deck & paver patio! Dont miss your opportunity to call this house your home!*First floor and basement are heated by propane. Second floor is heated by electric heat pump. Propane tank is leased.*"
328c6ee4-c1b4-4372-b275-92471ad3e2de,"Enjoy View for Miles! Newer ranch home in Ephrata with ideal in-law quarters. Home features hardwood floors, custom kitchen with large island that includes sit-up counter space. Kitchen also opens to dining and living room area with cathedral ceilings. Walk out from the main level to a spacious maintenance free deck. The main level offers a master bedroom suite with full bath and WIC, 2 additional bedrooms with a full bath as well. Separate entrance to access the lower level in-law quarter which includes a full kitchen combined with a family room area, 2 bedrooms and 1 1/2 bathrooms, laundry plus plenty of closet space. 2 car attached garage and storage shed."
020cd916-6242-4f6b-ad6b-93354a467414,"4 bed/1.5 bath semi detached home with detached 2 car garage. Qualifies for NO MONEY DOWN mortgage. Over 2,500 square feet. More bedrooms possible w/ 3rd floor finishing. Updated kitchen and baths. Hardwood floors throughout w/ soaring 10 ceilings on 1st and second floor. Great location-close to everything."
bd55e4e9-26a1-4df5-a758-e0b74f21d034,"The Richmond II- single home in the exciting new home community of Wabash Landing. The enchanting Craftsman style two story home boasts a welcoming full front porch to relax on in the warmer weather. Upon entering , you can hang up your coat in the foyer closet. Stylish vinyl plank flooring throughout the entire first floor. Cozy 16 x 11\10 living room looks into the customized kitchen with a large island, perfect for those quick,casual meals. Stainless steel appliance package, includes the smooth top rang, electric dishwasher and the over the range microwave. 12\ x 11\ Dining area is located just off the kitchen. First floor laundry with a double closet as you exit to the 12\ x 10\ outdoor patio. Second floor features 3 ample bedrooms, including the Master Bedroom Suite with a large walk in closet and private bath with a double bowl vanity. A second, family bath is included on the second floor. Basement constructed with Superior Walls. Two car garage."
6cb76945-79b9-42a5-aad0-9bcb94463901,"Located in a Mobile home park, Lot rent is $400 monthly. This is a AS IS SALE. Home need some repairs and the supplies are sold with the house. Stove, dishwasher and refrigerator stay in the home. *buyer(s) must contact park Management upon purchasing home. We will prove information when deal is complete.."
aefe8490-a75f-4387-a3a4-84d405306d00,Great home with OPEN FLOOR PLAN - Vinyl plank floors throughout main floor. Recessed lighting. Granite counter tops. Kitchen with full overlay doors.
5245f2ef-5159-428a-8738-8244a02a6644,"All brick commercial office building with 6 separate offices and 2 conference rooms. Move in conidition, Central AC, wired for internet/phone & security system, 14 space macadam parking lot, ideal professional office space."
98144450-2d27-4112-86b7-2deb685f2bc3,"Buy this foreclosure deal the right way. Visit us at Auction.com, then login or create a free account to save this property and receive important alerts. Well let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the propertys winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019."
43540e48-6740-4b1a-990c-91e5f8f41f0a,"This home is absolutely stunning and must been seen to appreciate all the upgrades through out this home! This is an upgraded Brentwood Model featuring 10 ceilings on the first floor and many custom upgrades to the floor plan. Beautiful Brazilian cherry hardwood floors great you as you enter the home. Walk into the formal dining room or continue into the custom kitchen & eat in area. A chefs delight the kitchen features upgrade appliances, ample work space & plenty of storage including a pantry. This area features a bar plus a eat in area. The two story family room has tons of natural light, gas fireplace & access to the maintenance free deck. Relax in the first floor master suite with huge walk in closet, luxurious bath with over-sized shower. First floor laundry conveniently located as you walk in from the garage. 2nd floor offers three generous bedrooms with plenty of closet space. Lower level is finished with family room, exercise room or game room plenty of space for a pool table plus a full workshop!! Patio doors to the lower level patio and back yard area. Take a minute to view the virtual tour and view the floor plans, this home has so much to offer for the active family! Covenants exist for approval of not yet 55+ residents, all occupants must be 18 years or older. Schedule a time to see this home today!! Final phase is being built now, you can not rebuild this home for the price!! Relax in the Active 55+ community looking for a low-maintenance lifestyle, walking and biking trails, landscaped common areas, a community clubhouse, and an active calendar of events coordinated by the homeowners make Home Towne Square 55 plus not only a charming neighborhood, but also a wonderful place to settle in near or at retirement. Plus, residents own their land, which means no monthly land lease payments. Located just west of the town of Ephrata, PA in Lancaster County, and only a few blocks off of Route 322, Home Towne Square is convenient to all that the Pennsylvania Dutch country has to offer, with the added benefit of being in a low cost of living area."
8287c0ce-2362-4286-a48d-378389d2602a,"Zimmerman Home Zimmerman Home Builders reputation is to build premium quality custom and semi-custom homes (including most details that the building industry considers an extra). 9 ceilings, stainless steel applianes, 2 x 6 exterior construction, 41 R factors, 7.5 Island ++, Stamped concrete as a standard, Tamko 30 year roof shingles, lights at the center of each room, water line for ice maker pre-installed down to designing your lower levels so that they are easy to finish into the man cave, play room, theatre, in-laws quarters. Zimmermans Custom Homes has 9 different homes we can build starting at $369,900+ We offer 1st floor master bedroom homes as well as other specializing designs that are possible ot build on the lot sizes and sets backs."
6c6c842c-5673-482f-b0e0-f24722a640be,"This is a vacant land home. It is located at 332 Ridge Ave Ephrata, Pennsylvania."
dbccf4db-e08c-4279-b794-c2ec600ced9c,"Zimmerman Home Builders reputation is to build premium quality custom and semi-custom homes (including most details that the building industry considers an extra). 9 ceilings, stainless steel appliances, 2 x 6 exterior construction, 41 R factors, 7.5 Island ++, Stamped concrete as a standard, Tamko 30 year roof shingles, lights at the center of each room, water line for ice maker pre-installed down to designing your lower levels so that they are easy to finish into the man cave, play room, theater, in-laws quarters.Zimmermans Custom Homes has 9 different homes we can build starting at $369,900+ We offer 1st floor master bedroom homes as well as other specializing designs that are possible to build on the lot sizes and sets backs.Due to Governor Tom Wolfs mandate regarding COVID-19, we are currently unable to allow any in-person showings of our listed properties. Contact your agent for more information."
45941204-18cc-4a41-9da4-fdaf900e7bf7,"Fabulous home in Conestoga Valley! Enjoy the convenience of Brownstown living! Enjoy easy access to 222, 30, Berks & Lancaster Counties! Welcome home to this beautifully updated home! Upper level includes living room, dining room, three bedrooms & a beautiful bathroom! The lower level features a large family room, a half bath, a built-in bar & garage access! This home is ready for you now! *Sellers desired settlement date is on/around 9/25/2020*"
9e2418ed-2862-4df0-a55b-b17cb9a54ce7,2+Acre wooded lot - Excellent Ephrata Location - Easy access to 322/222. - Public water & sewer.
f94c0472-135e-4873-802f-951d5a8161a5,"Buy this foreclosure deal the right way. Visit us at Auction.com, then login or create a free account to save this property and receive important alerts. Well let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the propertys winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019."
bec8eb10-ce98-4fdf-922c-914bce89d886,"Great Investment Opportunity to own a fully leased multi-family two-unit in Ephrata. Each unit is one bedroom, one bath . New 200 AMP electrical services., new electric baseboard heat, new vinyl siding. Income $22,478, Expense $4,845."
22436cf9-13d7-49da-b9f4-5e08eac49578,"Fantastic Business Opportunity. 38 Acres of Prime Land with high visibility,frontage of 733 on Trout Run Rd and 1051 on Stevens Rd in Ephrata Township. Zoning ordinances and uses shown on documents attached to this listing showing permitted uses and special exceptions. Water/Sewer at site as well as gas at site."
03a3cd57-6f2c-4738-a9cb-214de359a780,"Buy this foreclosure deal the right way. Jump on this HOT deal. Based on the data provided to Auction.com, we believe this property will have high return potential. Start by visiting our site, then login or create a free account, and save this property to receive important alerts. Well let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the propertys winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019."
5e6ecc7b-0272-492c-badd-b0de463f31ff,"Buy this foreclosure deal the right way. Visit us at Auction.com, then login or create a free account to save this property and receive important alerts. Well let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the propertys winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019."
df0c9e4a-9fb9-4a81-b97f-df110358ddc4,"A stunning and stylish floor plan with numerous features throughout for everything you could desire in a home.. A charming front porch leads you into this home where you immediately are greeted by the expansive great room with optional see-through fireplace into hearth area. The study with optional coffered ceiling could serve as 4th bedroom. The open kitchen, dining area, and hearth area allows for plenty of natural light. A secluded first-floor owners suite with optional tray ceiling includes a private bath with double bowl vanity and expansive closet. The 2nd floor boasts 2 other bedrooms, a full bath, and a large loft. An optional outdoor living area, accessible from the dining area, is available as well. (Pricing may reflect limited-time savings/incentives. See Community Sales Manager for details.)"
e476c091-3caf-4f25-a259-11836fad5d7b,"This 1.5-story home includes a charming front porch, lofty 9 ceilings, and a 2-car front load garage with entry complete with built-in lockers and access to laundry room.. To the front of the home is the 2nd bedroom. Stylish vinyl plank flooring is featured in the main living areas. The kitchen opens to the dining area and living room and includes granite countertops with tile backsplash, crown molding, and attractive cabinetry. The living room includes a cozy gas fireplace featuring a two-story stone surround and a box beam mantel and provides access to the patio. The owners suite includes a private bathroom with double bowl vanity, tile shower, and oversized closet."
4d957fa3-1227-47d1-858a-c91bf03bdbd9,"Convenient first-floor living with a charming exterior design, including a welcoming front porch.. The Atworth features an open floor plan, a 2-car garage with mudroom entry, and the option to expand to the second floor with an additional bedroom and bathroom, or an unfinished bonus room. The owners suite is situated in its own corner of the house, with a private bathroom and expansive closet, while bedroom #2 is located at the front of the home. The kitchen, dining room, and living room share an open floor plan for ease of entertaining and relaxing. Explore all the options available to make the Atworth model suit your personal needs! (Pricing may reflect limited time savings/incentives. See Community Sales Manager for details.)"
d27f3b27-5448-47a6-a31f-b8befb16c798,"Enjoy one-story living in this 2 bedroom, 2 bathroom, Arts & Crafts style home with welcoming front porch.. The 1900+ sq. Foot home features a rear 2-car garage with mudroom entry, a side patio for outdoor living, and a study with optional coffered ceiling. The spacious kitchen is open to both the dining area and the living room with optional fireplace. The secluded owners suite includes private bath with double vanity and a spacious closet. (Pricing may reflect limited-time savings/incentives. See community sales manager for details.)"
9f89788d-976f-407b-b096-2958b756c83b,"Zimmerman Home Builders reputation is to build premium quality custom and semi-custom homes (including most details that the building industry considers an extra). 9 ceilings, stainless steel applianes, 2 x 6 exterior construction, 41 R factors, 7.5 Island ++, Stamped concrete as a standard, Tamko 30 year roof shingles, lights at the center of each room, water line for ice maker pre-installed down to designing your lower levels so that they are easy to finish into the man cave, play room, theatre, in-laws quarters.Zimmermans Custom Homes has 9 different homes we can build starting at $369,900+ We offer 1st floor master bedroom homes as well as other specializing designs that are possible to build on the lot sizes and sets backs."
945e47f4-1387-4f44-b0ba-0a6b1541b9f5,"Zimmerman Home Builders reputation is to build premium quality custom and semi-custom homes (including most details that the building industry considers an extra). 9 ceilings, stainless steel applianes, 2 x 6 exterior construction, 41 R factors, 7.5 Island ++, Stamped concrete as a standard, Tamko 30 year roof shingles, lights at the center of each room, water line for ice maker pre-installed down to designing your lower levels so that they are easy to finish into the man cave, play room, theatre, in-laws quarters.Zimmermans Custom Homes has 9 different homes we can build starting at $369,900+ We offer 1st floor master bedroom homes as well as other specializing designs that are possible to build on the lot sizes and sets backs.Due to Governor Tom Wolfs mandate regarding COVID-19, we are currently unable to allow any in-person showings of our listed properties. Contact your agent for more information."
eecde207-677b-40d7-b8e6-a616519fdd0b,"This 1-story home with welcoming front porch includes a 2-car garage and flexible living spaces.. The kitchen opens to the dining room and sitting area, while the family room with optional fireplace sits to the front of the home. The spacious owners suite is privately tucked to the back of the home for a quiet retreat."
f98e6943-87d9-4339-93ea-89dcbbfb06db,"This is an opportunity to own a piece of history! This unique property, circa 1870 (rear addition circa 1900), has been in the family for over 80 years. The home once housed a general store and later, a knittery (now used for storage). Currently, the property has the Main Residence and 2 apartments, one on each side of the house. The owner-occupied residence features a stunning foyer, formal living room & dining room, eat-in kitchen, pantry room, den, office, renovated 59x8 enclosed porch, 3 large bedrooms (3rd bdr does not have a closet), 1.5 baths and walk-up attic. The built-ins, moldings and architectural styles of this home are striking. The five lovely fireplaces are all capped. Each apartment has a living room, kitchen, 1 bedroom and a computer room and full bath. Apartment 2 also has an enclosed porch. Please refer to the ?multi-unit? listing for a bit more detail PALA167934 The additional features of the property are: 3.8 acres, extended driveway w/access to both Old Philadelphia Pike & Cains Rd, 6 driveway parking spaces, out-building for storage. Also, a 2900+ sqft barn was torn down which allows for the possibility to build a new one (verify with twp). Many various possible uses for this property."
93768795-0fb3-4669-b13b-487918377a6b,"TO BE BUILT CUSTOM HOME! Located on a beautiful 1-acre lot surrounded by farmland and trees. Photos are of a similar home with the same floor plan. Please review the features list and floor plans for more details and get in early to customize this home with the builder. This is absolutely a custom-built home! Walk into the open great room with a 16 foot ceiling, gas fireplace and lots of natural light. The kitchen features custom maple cabinets with soft close doors and drawers, granite counters and a 6-foot island. Step past the half bath, garage entrance and laundry room to a lovely first floor master suite. A few highlights here are a back-lit cove ceiling, large walk-in closet, bathroom with a massive custom vanity with dual sinks, porcelain floor and a glass-enclosed tile shower. Take the open stairs to the second floor loft area. This floor has a full bath and 3 more bedrooms, all with plenty of closet space. The full basement also has 9 foot ceilings and would be perfect to finish for more entertaining space. We do have a model home available to show to qualified buyers. Call us to schedule a tour."
ad04e026-6a96-478e-a819-62d2448c3725,"Buy this foreclosure deal the right way. Visit us at Auction.com, then login or create a free account to save this property and receive important alerts. Well let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the propertys winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019."
05aba33a-1c19-420d-8ad5-1db71f95fd57,"Behold this masterfully crafted wonderfully preserved 1700s stone mill house excellently utilized as an antique store. The current none-conforming zoning use could be changed with permission from the township for a substitute none conforming use for a variety of businesses. A possible conversion to a single family dwelling is permissible. Accompanying the beautiful mill house is a 1,100 sqft office building with HVAC and parking lot for over 25 cars. The mill was in use until 1965 and had a steam engine later replaced by the current diesel engine that added power to the water wheel. Many of the wheels, gears, belts and pulleys are still intact displaying the beauty and ingenuity of early American construction. A water race runs along the road to where a pond used to be (now wet lands) fed by a spring. This historical beauty has 48 inch thick walls, variable length wood floors, hand hewn beams and much more. They dont make them like they used to!"
abcfa721-6211-40de-95aa-70fa6ae7629d,"Great 1.8 acre level lot w/mature trees in a wonderful neighborhood. Lot is accessible via Lincoln Hwy and Newport Rd. Short commutes to Lancaster, Coatesville, and Downingtown areas. Also zoned commercial , Many possibilities!"
4387fc97-79ef-4a09-9768-df466acd85c3,"Property is subdividable, call for details. Land lease and build to suit opportunities also available."
99dbe997-8360-4b23-a57b-f35d6b994fd0,"Zoned commercial, public water and sewer. Great opportunity for a prime commercial location."
