address,city,state,postal_code,price,facts and features,real estate provider,url,title
,Elizabethtown,PA,17022,"$24,000","2 bds, 2.0 ba ,1124 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/76-Lakeview-Dr-Elizabethtown-PA-17022/2080108020_zpid/,Home for sale
,Elizabethtown,PA,17022,"$175,000","3 bds, 2.0 ba ,2004 sqft",Howard Hanna - Paxtang,https://www.zillow.com/homedetails/7882-Elizabethtown-Rd-Elizabethtown-PA-17022/9775228_zpid/,House for sale
,Elizabethtown,PA,17022,"$269,900","3 bds, 3.0 ba ,2111 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/456-E-Park-St-Elizabethtown-PA-17022/9708153_zpid/,House for sale
,Elizabethtown,PA,17022,"$350,000","4 bds, 3.0 ba ,3377 sqft",Blue Collar Realty,https://www.zillow.com/homedetails/15-Bullrush-Lndg-Elizabethtown-PA-17022/54223613_zpid/,House for sale
,Elizabethtown,PA,17022,"$89,900","1 bds, 1.0 ba ,200 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/867-Schwanger-Rd-Elizabethtown-PA-17022/245320454_zpid/,Home for sale
,Elizabethtown,PA,17022,"$45,000","3 bds, 2.0 ba ,1568 sqft","Howard Hanna - Lancaster, PA",https://www.zillow.com/homedetails/31A-Oak-Knoll-Dr-Elizabethtown-PA-17022/2078265812_zpid/,House for sale
,Elizabethtown,PA,17022,"$119,900","3 bds, 2.0 ba ,1162 sqft",Life Changes Realty Group,https://www.zillow.com/homedetails/33-W-Willow-St-Elizabethtown-PA-17022/9707362_zpid/,Apartment for sale
,Elizabethtown,PA,17022,"$224,900","3 bds, 3.0 ba ,1596 sqft",Coldwell Banker Residential Brokerage-Lancaster,https://www.zillow.com/homedetails/1513-Hickory-Run-Ct-Elizabethtown-PA-17022/54237786_zpid/,House for sale
,Elizabethtown,PA,17022,"$159,900","3 bds, 1.0 ba ,1120 sqft",Realty ONE Group Unlimited,https://www.zillow.com/homedetails/842-S-Mount-Joy-St-Elizabethtown-PA-17022/9708305_zpid/,Apartment for sale
,Elizabethtown,PA,17022,"$389,900","4 bds, 3.0 ba ,3683 sqft",Iron Valley Real Estate of Central PA,https://www.zillow.com/homedetails/5-Evelyn-Dr-Elizabethtown-PA-17022/151811159_zpid/,House for sale
,Elizabethtown,PA,17022,"$39,000","4 bds, 2.0 ba ,1132 sqft",Realty ONE Group Unlimited,https://www.zillow.com/homedetails/1-Charles-Ave-Elizabethtown-PA-17022/86434931_zpid/,Home for sale
,Elizabethtown,PA,17022,"$439,400","4 bds, 3.0 ba ,3580 sqft",Iron Valley Real Estate of Central PA,https://www.zillow.com/homedetails/2812-Chestnut-Rd-Elizabethtown-PA-17022/2078420440_zpid/,House for sale
,Elizabethtown,PA,17022,"$349,900","3 bds, 2.0 ba ,2294 sqft",RE/MAX 1st Advantage,https://www.zillow.com/homedetails/150-E-Willow-St-Elizabethtown-PA-17022/9707098_zpid/,House for sale
,Elizabethtown,PA,17022,"$255,000","None bds, None ba ,None sqft","Joy Daniels Real Estate Group, Ltd",https://www.zillow.com/homedetails/2455-Steinruck-Rd-L10-Elizabethtown-PA-17022/303859930_zpid/,Lot / Land for sale
,Elizabethtown,PA,17022,"$455,000","5 bds, 4.0 ba ,4800 sqft",RE/MAX Realty Select,https://www.zillow.com/homedetails/976-W-Ridge-Rd-Elizabethtown-PA-17022/54223728_zpid/,House for sale
,Rheems,PA,17570,"$229,900","3 bds, 3.0 ba ,2288 sqft","Howard Hanna - Lancaster, PA",https://www.zillow.com/homedetails/Ersa-Dr-LOT-1-Rheems-PA-17570/2084137084_zpid/,New construction
,Elizabethtown,PA,17022,"$75,900","3 bds, 2.0 ba ,1013 sqft","ABC Home Realty, LLC",https://www.zillow.com/homedetails/56-Charles-Ave-Elizabethtown-PA-17022/2078893152_zpid/,New construction
,Elizabethtown,PA,17022,"$664,900","5 bds, 4.0 ba ,3834 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/362-Hereford-Rd-Elizabethtown-PA-17022/71985084_zpid/,House for sale
,Elizabethtown,PA,17022,"$95,000","3 bds, 1.0 ba ,1260 sqft",John H. Walak Real Estate,https://www.zillow.com/homedetails/130-S-Poplar-St-Elizabethtown-PA-17022/9706505_zpid/,Apartment for sale
,Elizabethtown,PA,17022,"$683,990","4 bds, 3.0 ba ,4008 sqft",Keystone Custom Homes,https://www.zillow.com/homedetails/4-Greenbriar-Dr-Elizabethtown-PA-17022/249063842_zpid/,New construction
,Elizabethtown,PA,17022,"$379,900","4 bds, 5.0 ba ,3000 sqft",Sell Your Home Services,https://www.zillow.com/homedetails/556-W-Bainbridge-St-Elizabethtown-PA-17022/9706648_zpid/,House for sale
,Elizabethtown,PA,17022,"$184,671","3 bds, 2.0 ba ,2157 sqft",Coldwell Banker Residential Brokerage-Lancaster,https://www.zillow.com/homedetails/43-E-Park-St-Elizabethtown-PA-17022/9707263_zpid/,House for sale
,Elizabethtown,PA,17022,"$155,000","2 bds, 3.0 ba ,2233 sqft",Howard Hanna - Colonial Park,https://www.zillow.com/homedetails/40-W-High-St-201-Elizabethtown-PA-17022/2078417442_zpid/,House for sale
,Elizabethtown,PA,17022,"$445,329","4 bds, 3.0 ba ,3405 sqft",Patriot Realty LLC,https://www.zillow.com/homedetails/0-Freys-Rd-Elizabethtown-PA-17022/2106481805_zpid/,New construction
,Elizabethtown,PA,17022,"$1,250,000","3 bds, 2.0 ba ,1612 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/149-Hillsdale-Rd-Elizabethtown-PA-17022/246000495_zpid/,House for sale
,Elizabethtown,PA,17022,"$73,500","3 bds, 2.0 ba ,980 sqft","ABC Home Realty, LLC",https://www.zillow.com/homedetails/61-Charles-St-Elizabethtown-PA-17022/2078895105_zpid/,New construction
,Elizabethtown,PA,17022,"$618,200","4 bds, 4.0 ba ,3349 sqft",Landmark Homes,https://www.zillow.com/homedetails/121-Creekside-Dr-Elizabethtown-PA-17022/2079436591_zpid/,New construction
,Elizabethtown,PA,17022,,"2 bds, 1.0 ba ,1050 sqft",Auction.com,https://www.zillow.com/homedetails/700-S-Locust-St-Elizabethtown-PA-17022/9708246_zpid/,Auction
,Elizabethtown,PA,17022,"$324,900","3 bds, 2.0 ba ,1685 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/22-Stoneybrook-Ln-Elizabethtown-PA-17022/296642755_zpid/,New construction
,Elizabethtown,PA,17022,"$383,991","4 bds, 3.0 ba ,2705 sqft",Patriot Realty LLC,https://www.zillow.com/homedetails/0-Cobble-Ln-Elizabethtown-PA-17022/2131226861_zpid/,New construction
,Elizabethtown,PA,17022,"$40,000","None bds, None ba ,None sqft",RE/MAX Realty Select,https://www.zillow.com/homedetails/935-Thistle-Rd-Elizabethtown-PA-17022/151829849_zpid/,Lot / Land for sale
,Elizabethtown,PA,17022,,"3 bds, 2.0 ba ,1788 sqft",Auction.com,https://www.zillow.com/homedetails/724-S-Market-St-Elizabethtown-PA-17022/9708219_zpid/,Auction
,Elizabethtown,PA,17022,"$339,490","4 bds, 3.0 ba ,2417 sqft",Lusk & Associates Sotheby's International Realty,https://www.zillow.com/homedetails/801-Westbrooke-Dr-109-Elizabethtown-PA-17022/2088204818_zpid/,New construction
,Elizabethtown,PA,17022,"$289,900","2 bds, 4.0 ba ,4283 sqft",Kingsway Realty,https://www.zillow.com/homedetails/207-N-Market-St-Elizabethtown-PA-17022/2078633858_zpid/,House for sale
,Elizabethtown,PA,17022,"$200,000","0 bds, None ba ,1320 sqft",Bennett Williams Inc.,https://www.zillow.com/homedetails/106-E-Washington-St-Elizabethtown-PA-17022/9707315_zpid/,Apartment for sale
,Elizabethtown,PA,17022,"$79,900","None bds, None ba ,None sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/0-Ridge-Rd-Elizabethtown-PA-17022/2084157221_zpid/,Lot / Land for sale
,Elizabethtown,PA,17022,"$336,525","4 bds, 3.0 ba ,2530 sqft",Lusk & Associates Sotheby's International Realty,https://www.zillow.com/homedetails/840-Westbrooke-Dr-Elizabethtown-PA-17022/306952519_zpid/,New construction
,Elizabethtown,PA,17022,"$240,000","0 bds, None ba ,1984 sqft",Bennett Williams Inc.,https://www.zillow.com/homedetails/111-111113-Heisey-Ave-Elizabethtown-PA-17022/2078382794_zpid/,Apartment for sale
,Elizabethtown,PA,17022,"$78,700","None bds, None ba ,None sqft",Kingsway Realty,https://www.zillow.com/homedetails/0-Stonemill-Dr-Elizabethtown-PA-17022/2081386980_zpid/,Lot / Land for sale
,Elizabethtown,PA,17022,"$68,900","3 bds, 2.0 ba ,906 sqft","ABC Home Realty, LLC",https://www.zillow.com/homedetails/59-Charles-Ave-Elizabethtown-PA-17022/2078894348_zpid/,New construction
,Akron,PA,17501,"$244,900","4 bds, 2.0 ba ,1848 sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/11-E-End-Ave-Akron-PA-17501/9679718_zpid/,House for sale
,Akron,PA,17501,"$235,000","3 bds, 2.0 ba ,1400 sqft",,https://www.zillow.com/homedetails/911-Eshelman-Dr-Akron-PA-17501/9679926_zpid/,For sale by owner
,Akron,PA,17501,"$209,900","4 bds, 2.0 ba ,1095 sqft",Kingsway Realty,https://www.zillow.com/homedetails/109-S-7th-St-Akron-PA-17501/9679635_zpid/,House for sale
,Akron,PA,17501,"$159,900","0 bds, None ba ,1912 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/9-N-9th-St-Akron-PA-17501/9679333_zpid/,Apartment for sale
,Akron,PA,17501,"$89,900","None bds, None ba ,None sqft",Kingsway Realty,https://www.zillow.com/homedetails/Lauber-Rd-LOT-Akron-PA-17501/2079508126_zpid/,Lot / Land for sale
,Akron,PA,17501,"$225,000","3 bds, 2.0 ba ,1570 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/314-Fulton-St-Akron-PA-17501/9679186_zpid/,House for sale
,Akron,PA,17501,"$269,900","3 bds, 3.0 ba ,1635 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/125-N-11th-St-Akron-PA-17501/104380111_zpid/,House for sale
,Akron,PA,17501,"$374,900","0 bds, None ba ,4868 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/17-N-9th-St-Akron-PA-17501/9679336_zpid/,Apartment for sale
,Akron,PA,17501,"$150,000","None bds, None ba ,None sqft",Iron Valley Real Estate of Lancaster,https://www.zillow.com/homedetails/3190-Rothsville-Rd-Akron-PA-17501/104389912_zpid/,Lot / Land for sale
,Akron,PA,17501,"$374,900","0 bds, None ba ,4868 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/1-N-9th-St-Akron-PA-17501/2078654328_zpid/,House for sale
,Akron,PA,17501,,"3 bds, 2.0 ba ,1500 sqft",,https://www.zillow.com/homedetails/33-Crestview-Dr-Akron-PA-17501/9679029_zpid/,Pre-foreclosure / Auction
,Akron,PA,17501,,"2 bds, 1.0 ba ,1182 sqft",,https://www.zillow.com/homedetails/323-Main-St-Akron-PA-17501/9679165_zpid/,Pre-foreclosure / Auction
,Akron,PA,17501,,"3 bds, 1.5 ba ,1186 sqft",,https://www.zillow.com/homedetails/3-N-Conestoga-View-Dr-Akron-PA-17501/9701872_zpid/,Pre-foreclosure / Auction
,Akron,PA,17501,,"3 bds, 1.0 ba ,1200 sqft",,https://www.zillow.com/homedetails/923-Oak-St-Akron-PA-17501/9679921_zpid/,Pre-foreclosure / Auction
,Bainbridge,PA,17502,"$250,000","4 bds, 3.0 ba ,2592 sqft","Weichert, Realtors- Welcome Home",https://www.zillow.com/homedetails/115-Risser-Rd-Bainbridge-PA-17502/9693083_zpid/,House for sale
,Bainbridge,PA,17502,"$125,000","2 bds, 1.0 ba ,1087 sqft",Younger Realty Group,https://www.zillow.com/homedetails/1208-Sagerville-Rd-Bainbridge-PA-17502/9696183_zpid/,House for sale
,Bainbridge,PA,17502,"$799,900","4 bds, 6.0 ba ,6050 sqft",Lusk & Associates Sotheby's International Realty,https://www.zillow.com/homedetails/231-N-Front-St-Bainbridge-PA-17502/54222609_zpid/,House for sale
,Bainbridge,PA,17502,"$247,000","3 bds, 2.0 ba ,1684 sqft",Realty ONE Group Unlimited,https://www.zillow.com/homedetails/263-S-2nd-St-Bainbridge-PA-17502/9689750_zpid/,House for sale
,Bainbridge,PA,17502,"$206,900","3 bds, 3.0 ba ,1450 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/247-Walnut-St-LOT-3-Bainbridge-PA-17502/2078836289_zpid/,New construction
,Bainbridge,PA,17502,,"2 bds, 1.0 ba ,1056 sqft",Auction.com,https://www.zillow.com/homedetails/737-Stackstown-Rd-Bainbridge-PA-17502/9693129_zpid/,Auction
,Bainbridge,PA,17502,"$206,900","3 bds, 3.0 ba ,1450 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/251-Walnut-St-LOT-2-Bainbridge-PA-17502/2078836067_zpid/,New construction
,Bainbridge,PA,17502,"$299,900","0 bds, None ba ,2782 sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/121-Race-St-Bainbridge-PA-17502/9692926_zpid/,Apartment for sale
,Bainbridge,PA,17502,,"None bds, None ba ,None sqft",Hudson & Marshall,https://www.zillow.com/homedetails/252-Market-St-Bainbridge-PA-17502/2079367890_zpid/,Auction
,Bainbridge,PA,17502,,"3 bds, 1.0 ba ,1020 sqft",,https://www.zillow.com/homedetails/125-Market-St-Bainbridge-PA-17502/9692976_zpid/,Pre-foreclosure / Auction
,Bird In Hand,PA,17505,,"4 bds, 2.5 ba ,2027 sqft",,https://www.zillow.com/homedetails/323-Enterprise-Dr-Bird-In-Hand-PA-17505/67576687_zpid/,Pre-foreclosure / Auction
,Lancaster,PA,17505,"$399,900","4 bds, 3.0 ba ,None sqft",Coldwell Banker Residential Brokerage-Lancaster,https://www.zillow.com/homedetails/114-Fairhill-Dr-Lancaster-PA-17505/296642034_zpid/,New construction
,Bird In Hand,PA,17505,"$500,000","None bds, None ba ,None sqft",U.S. Commercial Realty,https://www.zillow.com/homedetails/2810-Old-Philadelphia-Pike-Bird-In-Hand-PA-17505/2086769332_zpid/,Lot / Land for sale
,Brownstown,PA,17508,"$424,900","5 bds, 4.0 ba ,4136 sqft",RE/MAX Patriots,https://www.zillow.com/homedetails/40-Rosewood-Dr-Brownstown-PA-17508/2112496261_zpid/,House for sale
,Brownstown,PA,17508,"$228,000","3 bds, 3.0 ba ,1632 sqft",Keller Williams Main Line,https://www.zillow.com/homedetails/28-E-Main-St-Brownstown-PA-17508/9702151_zpid/,House for sale
,Christiana,PA,17509,"$185,000","2 bds, 1.0 ba ,1012 sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/19-Newport-Ave-Christiana-PA-17509/54219815_zpid/,House for sale
,Christiana,PA,17509,"$121,800","3 bds, 1.0 ba ,2166 sqft",Kingsway Realty,https://www.zillow.com/homedetails/61-W-Slokom-Ave-Christiana-PA-17509/9682954_zpid/,Apartment for sale
,Christiana,PA,17509,,"3 bds, 2.0 ba ,1188 sqft",Auction.com,https://www.zillow.com/homedetails/119-Upper-Valley-Rd-Christiana-PA-17509/54245777_zpid/,Auction
,Christiana,PA,17509,,"3 bds, 1.0 ba ,1008 sqft",,https://www.zillow.com/homedetails/117-Upper-Valley-Rd-Christiana-PA-17509/54245841_zpid/,Pre-foreclosure / Auction
,Christiana,PA,17509,,"3 bds, None ba ,1747 sqft",Auction.com,https://www.zillow.com/homedetails/40-Ann-St-Christiana-PA-17509/54219816_zpid/,Auction
,Christiana,PA,17509,"$60,000","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/32-Newport-Ave-Christiana-PA-17509/104383378_zpid/,Lot / Land for sale
,Christiana,PA,17509,"$60,000","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/9-Dorinda-Dr-Christiana-PA-17509/104369758_zpid/,Lot / Land for sale
,Christiana,PA,17509,"$80,000","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/230-Harrison-Ave-Christiana-PA-17509/104370633_zpid/,Lot / Land for sale
,Christiana,PA,17509,"$62,000","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/11-Dorinda-Dr-Christiana-PA-17509/104365572_zpid/,Lot / Land for sale
,Christiana,PA,17509,"$185,000","2 bds, 1.0 ba ,1104 sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/29-Newport-Ave-Christiana-PA-17509/9683079_zpid/,House for sale
,Christiana,PA,17509,,"3 bds, 3.0 ba ,1512 sqft",,https://www.zillow.com/homedetails/892-Noble-Rd-Christiana-PA-17509/9680409_zpid/,Pre-foreclosure / Auction
,Christiana,PA,17509,,"4 bds, 2.0 ba ,3553 sqft",,https://www.zillow.com/homedetails/134-Jackson-Rd-Christiana-PA-17509/54246238_zpid/,Pre-foreclosure / Auction
,Christiana,PA,17509,"$227,500","3 bds, 3.0 ba ,1606 sqft",Realty Professional Group LLC,https://www.zillow.com/homedetails/15-Jasper-Ln-Christiana-PA-17509/118334591_zpid/,Apartment for sale
,Christiana,PA,17509,,"3 bds, 1.0 ba ,760 sqft",,https://www.zillow.com/homedetails/410-Newport-Ave-Christiana-PA-17509/54245703_zpid/,Pre-foreclosure / Auction
,Christiana,PA,17509,"$99,000","None bds, None ba ,None sqft",Kingsway Realty,https://www.zillow.com/homedetails/531-Bell-Rd-Christiana-PA-17509/2083981937_zpid/,Lot / Land for sale
,Christiana,PA,17509,"$185,000","2 bds, 1.0 ba ,1012 sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/19-Newport-Ave-Christiana-PA-17509/54219815_zpid/,House for sale
,Christiana,PA,17509,"$185,000","2 bds, 1.0 ba ,1104 sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/29-Newport-Ave-Christiana-PA-17509/9683079_zpid/,House for sale
,Christiana,PA,17509,,"3 bds, 2.0 ba ,1188 sqft",Auction.com,https://www.zillow.com/homedetails/119-Upper-Valley-Rd-Christiana-PA-17509/54245777_zpid/,Auction
,Christiana,PA,17509,"$121,800","3 bds, 1.0 ba ,2166 sqft",Kingsway Realty,https://www.zillow.com/homedetails/61-W-Slokom-Ave-Christiana-PA-17509/9682954_zpid/,Apartment for sale
,Christiana,PA,17509,"$227,500","3 bds, 3.0 ba ,1606 sqft",Realty Professional Group LLC,https://www.zillow.com/homedetails/15-Jasper-Ln-Christiana-PA-17509/118334591_zpid/,Apartment for sale
,Christiana,PA,17509,,"3 bds, None ba ,1747 sqft",Auction.com,https://www.zillow.com/homedetails/40-Ann-St-Christiana-PA-17509/54219816_zpid/,Auction
,Christiana,PA,17509,"$99,000","None bds, None ba ,None sqft",Kingsway Realty,https://www.zillow.com/homedetails/531-Bell-Rd-Christiana-PA-17509/2083981937_zpid/,Lot / Land for sale
,Christiana,PA,17509,"$80,000","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/230-Harrison-Ave-Christiana-PA-17509/104370633_zpid/,Lot / Land for sale
,Christiana,PA,17509,"$60,000","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/32-Newport-Ave-Christiana-PA-17509/104383378_zpid/,Lot / Land for sale
,Christiana,PA,17509,"$62,000","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/11-Dorinda-Dr-Christiana-PA-17509/104365572_zpid/,Lot / Land for sale
,Christiana,PA,17509,"$60,000","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/9-Dorinda-Dr-Christiana-PA-17509/104369758_zpid/,Lot / Land for sale
,Christiana,PA,17509,,"3 bds, 1.0 ba ,1008 sqft",,https://www.zillow.com/homedetails/117-Upper-Valley-Rd-Christiana-PA-17509/54245841_zpid/,Pre-foreclosure / Auction
,Christiana,PA,17509,,"3 bds, 3.0 ba ,1512 sqft",,https://www.zillow.com/homedetails/892-Noble-Rd-Christiana-PA-17509/9680409_zpid/,Pre-foreclosure / Auction
,Christiana,PA,17509,,"4 bds, 2.0 ba ,3553 sqft",,https://www.zillow.com/homedetails/134-Jackson-Rd-Christiana-PA-17509/54246238_zpid/,Pre-foreclosure / Auction
,Christiana,PA,17509,,"3 bds, 1.0 ba ,760 sqft",,https://www.zillow.com/homedetails/410-Newport-Ave-Christiana-PA-17509/54245703_zpid/,Pre-foreclosure / Auction
,Columbia,PA,17512,"$30,000","1 bds, 1.0 ba ,540 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/1440-Water-St-Columbia-PA-17512/9764186_zpid/,House for sale
,Columbia,PA,17512,"$279,000","4 bds, 3.0 ba ,2496 sqft",Realty Five Hundred,https://www.zillow.com/homedetails/3881-Sterling-Way-Columbia-PA-17512/9723564_zpid/,House for sale
,Columbia,PA,17512,"$769,900","5 bds, 5.0 ba ,4263 sqft",Lusk & Associates Sotheby's International Realty,https://www.zillow.com/homedetails/4596-Airy-View-Dr-Columbia-PA-17512/9721505_zpid/,House for sale
,Columbia,PA,17512,"$184,900","3 bds, 2.0 ba ,1728 sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/730-Plane-St-Columbia-PA-17512/9691790_zpid/,Apartment for sale
,Columbia,PA,17512,"$279,000","3 bds, 3.0 ba ,2200 sqft",,https://www.zillow.com/homedetails/1324-Donegal-Creek-Rd-Columbia-PA-17512/58756102_zpid/,For sale by owner
,Columbia,PA,17512,"$75,000","3 bds, 1.0 ba ,800 sqft",,https://www.zillow.com/homedetails/640-Fairview-Ave-Columbia-PA-17512/9691836_zpid/,For sale by owner
,Columbia,PA,17512,"$199,900","4 bds, 2.0 ba ,2190 sqft","Chuck Thompson, Realtor",https://www.zillow.com/homedetails/311-Chestnut-St-Columbia-PA-17512/9689714_zpid/,House for sale
,Columbia,PA,17512,"$189,900","0 bds, None ba ,2656 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/401-Walnut-St-Columbia-PA-17512/9690773_zpid/,Apartment for sale
,Columbia,PA,17512,"$675,000","4 bds, 5.0 ba ,4616 sqft",Lusk & Associates Sotheby's International Realty,https://www.zillow.com/homedetails/1460-Water-St-Columbia-PA-17512/2079442779_zpid/,House for sale
,Columbia,PA,17512,"$178,900","3 bds, 1.0 ba ,1830 sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/210-Malt-Ave-Columbia-PA-17512/92414708_zpid/,House for sale
,Columbia,PA,17512,"$255,900","3 bds, 2.0 ba ,1194 sqft",,https://www.zillow.com/homedetails/516-Vista-Rd-Columbia-PA-17512/9724123_zpid/,For sale by owner
,Columbia,PA,17512,"$144,900","3 bds, 2.0 ba ,1294 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/109-S-9th-St-Columbia-PA-17512/9690240_zpid/,House for sale
,Columbia,PA,17512,"$394,500","3 bds, 2.0 ba ,2424 sqft",Kingsway Realty,https://www.zillow.com/homedetails/1493-Iron-Bridge-Rd-Columbia-PA-17512/2081418888_zpid/,House for sale
,Columbia,PA,17512,"$89,900","3 bds, 1.0 ba ,1035 sqft","Weichert, Realtors- Welcome Home",https://www.zillow.com/homedetails/223-Lawrence-St-Columbia-PA-17512/9691514_zpid/,House for sale
,Columbia,PA,17512,"$108,500","2 bds, 2.0 ba ,1056 sqft",Donegal Real Estate,https://www.zillow.com/homedetails/4664-Marietta-Ave-Columbia-PA-17512/2083231178_zpid/,Home for sale
,Columbia,PA,17512,"$369,900","4 bds, 3.0 ba ,2644 sqft",Weichert Realtors,https://www.zillow.com/homedetails/3929-Greystone-Dr-Columbia-PA-17512/249065357_zpid/,House for sale
,Columbia,PA,17512,"$89,900","6 bds, 3.0 ba ,2698 sqft",Iron Valley Real Estate of Lancaster,https://www.zillow.com/homedetails/154-Lancaster-Ave-Columbia-PA-17512/9691181_zpid/,Apartment for sale
,Columbia,PA,17512,"$178,000","3 bds, 1.0 ba ,1150 sqft",Iron Valley Real Estate of Lancaster,https://www.zillow.com/homedetails/409-Poplar-St-Columbia-PA-17512/9689583_zpid/,House for sale
,Columbia,PA,17512,"$139,500","4 bds, 1.0 ba ,1575 sqft",Kingsway Realty,https://www.zillow.com/homedetails/255-N-2nd-St-Columbia-PA-17512/54221905_zpid/,House for sale
,Columbia,PA,17512,"$140,000","None bds, None ba ,None sqft",,https://www.zillow.com/homedetails/750-Florence-St-Columbia-PA-17512/2078391235_zpid/,For sale by owner
,Columbia,PA,17512,"$179,900","4 bds, 3.0 ba ,1852 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/208-Perry-St-Columbia-PA-17512/9691515_zpid/,House for sale
,Columbia,PA,17512,"$49,900","2 bds, 1.0 ba ,784 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/4658-Marietta-Ave-Columbia-PA-17512/249067382_zpid/,Home for sale
,Columbia,PA,17512,"$129,900","3 bds, 1.0 ba ,1664 sqft",Highland Realty Group LLC,https://www.zillow.com/homedetails/128-S-8th-St-Columbia-PA-17512/9690929_zpid/,Apartment for sale
,Columbia,PA,17512,"$424,900","1 bds, 3.0 ba ,7500 sqft",Lusk & Associates Sotheby's International Realty,https://www.zillow.com/homedetails/239-Poplar-St-Columbia-PA-17512/2084637356_zpid/,House for sale
,Columbia,PA,17512,"$310,000","0 bds, None ba ,3842 sqft",Signature Property Professionals LLC,https://www.zillow.com/homedetails/203-Walnut-St-Columbia-PA-17512/9689814_zpid/,Apartment for sale
,Columbia,PA,17512,"$154,900","3 bds, 2.0 ba ,1485 sqft","EXP Realty, LLC",https://www.zillow.com/homedetails/826-Locust-St-Columbia-PA-17512/9690339_zpid/,Apartment for sale
,Columbia,PA,17512,"$139,900","3 bds, 2.0 ba ,1824 sqft",Coldwell Banker Residential Brokerage-Lancaster,https://www.zillow.com/homedetails/559-Walnut-St-Columbia-PA-17512/54221882_zpid/,Apartment for sale
,Columbia,PA,17512,"$150,000","3 bds, 2.0 ba ,588 sqft",,https://www.zillow.com/homedetails/353-Poplar-St-Columbia-PA-17512/9689599_zpid/,For sale by owner
,Columbia,PA,17512,"$450,000","4 bds, None ba ,3146 sqft","Weichert, Realtors- Welcome Home",https://www.zillow.com/homedetails/4318-Marietta-Ave-Columbia-PA-17512/67409609_zpid/,Lot / Land for sale
,Columbia,PA,17512,,"2 bds, 1.0 ba ,962 sqft",Auction.com,https://www.zillow.com/homedetails/639-Franklin-St-Columbia-PA-17512/9691807_zpid/,Auction
,Columbia,PA,17512,"$95,000","None bds, None ba ,None sqft",Lusk & Associates Sotheby's International Realty,https://www.zillow.com/homedetails/0-Breezyview-Dr-Columbia-PA-17512/2080898431_zpid/,Lot / Land for sale
,Columbia,PA,17512,,"5 bds, 1.0 ba ,2780 sqft",Auction.com,https://www.zillow.com/homedetails/720-Walnut-St-Columbia-PA-17512/9690573_zpid/,Auction
,Columbia,PA,17512,,"3 bds, 1.0 ba ,1064 sqft",Auction.com,https://www.zillow.com/homedetails/636-Fairview-Ave-Columbia-PA-17512/9691833_zpid/,Auction
,Columbia,PA,17512,"$225,000","None bds, None ba ,None sqft","Weichert, Realtors- Welcome Home",https://www.zillow.com/homedetails/4308-Marietta-Ave-Columbia-PA-17512/2082008373_zpid/,Lot / Land for sale
